ORGANISATION NAME,EFEFCTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION No.
ROCHDALE BOROUGH COUNCIL,02/07/2024,EARLY HELP AND SCHOOLS,BANNER GROUP LIMITED,02/07/2024,4.98 ,PRINTING & STATIONERY,V002225468
ROCHDALE BOROUGH COUNCIL,02/07/2024,EARLY HELP AND SCHOOLS,BANNER GROUP LIMITED,02/07/2024,4.98 ,PRINTING & STATIONERY,V002225468
ROCHDALE BOROUGH COUNCIL,02/07/2024,EARLY HELP AND SCHOOLS,BANNER GROUP LIMITED,02/07/2024,4.98 ,PRINTING & STATIONERY,V002225468
ROCHDALE BOROUGH COUNCIL,02/07/2024,EARLY HELP AND SCHOOLS,BANNER GROUP LIMITED,02/07/2024,4.98 ,PRINTING & STATIONERY,V002225468
ROCHDALE BOROUGH COUNCIL,02/07/2024,EARLY HELP AND SCHOOLS,BANNER GROUP LIMITED,02/07/2024,5.26 ,PRINTING & STATIONERY,V002225468
ROCHDALE BOROUGH COUNCIL,02/07/2024,EARLY HELP AND SCHOOLS,BANNER GROUP LIMITED,02/07/2024,5.26 ,PRINTING & STATIONERY,V002225468
ROCHDALE BOROUGH COUNCIL,02/07/2024,EARLY HELP AND SCHOOLS,BANNER GROUP LIMITED,02/07/2024,5.26 ,PRINTING & STATIONERY,V002225468
ROCHDALE BOROUGH COUNCIL,10/07/2024,ECONOMY DIRECTORATE,CIPFA BUSINESS LIMITED,10/07/2024,750.00 ,TRAINING-NON QUALIFICATION,V002229272
ROCHDALE BOROUGH COUNCIL,10/07/2024,ECONOMY DIRECTORATE,CIPFA BUSINESS LIMITED,10/07/2024,750.00 ,TRAINING-NON QUALIFICATION,V002229272
ROCHDALE BOROUGH COUNCIL,02/07/2024,ADULT CARE LCO FUNCTIONS,BANNER GROUP LIMITED,02/07/2024,525.00 ,PURCHASE OF FURNITURE AND EQUIPMENT,V002229283
ROCHDALE BOROUGH COUNCIL,02/07/2024,ADULT CARE LCO FUNCTIONS,BANNER GROUP LIMITED,02/07/2024,31.65 ,PRINTING & STATIONERY,V002229308
ROCHDALE BOROUGH COUNCIL,02/07/2024,ADULT CARE LCO FUNCTIONS,BANNER GROUP LIMITED,02/07/2024,92.96 ,PRINTING & STATIONERY,V002229332
ROCHDALE BOROUGH COUNCIL,17/07/2024,ECONOMY DIRECTORATE,SYNTAX CONTROLS LIMITED,17/07/2024,180.00 ,REPAIRS & ALTS OF BUILDINGS,V002229349
ROCHDALE BOROUGH COUNCIL,23/07/2024,PROPERTY AND HIGHWAYS,BARROW JOINERY CONSTRUCTION,23/07/2024,1573.60 ,MINOR BUILDING WORKS,V002230045
ROCHDALE BOROUGH COUNCIL,23/07/2024,PROPERTY AND HIGHWAYS,BARROW JOINERY CONSTRUCTION,23/07/2024,400.00 ,MINOR BUILDING WORKS,V002230045
ROCHDALE BOROUGH COUNCIL,01/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DDH FABRICATIONS NW LTD,01/07/2024,120.00 ,BUILDING MATERIALS,V002230206
ROCHDALE BOROUGH COUNCIL,01/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DDH FABRICATIONS NW LTD,01/07/2024,80.00 ,BUILDING MATERIALS,V002230206
ROCHDALE BOROUGH COUNCIL,31/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,31/07/2024,56.60 ,CLEANING MATERIALS,V002230284
ROCHDALE BOROUGH COUNCIL,22/07/2024,ADULT CARE LCO FUNCTIONS,MILLBROOK HEALTHCARE LTD,22/07/2024,60485.81 ,ADAPTATIONS,V002230342
ROCHDALE BOROUGH COUNCIL,16/07/2024,PROPERTY AND HIGHWAYS,VIVID RESOURCING LTD,16/07/2024,2957.50 ,AGENCY STAFF,V002231113
ROCHDALE BOROUGH COUNCIL,02/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,LANES LANDSCAPES LIMITED,02/07/2024,5261.00 ,"TREES, SHRUBS, PLANTS",V002231192
ROCHDALE BOROUGH COUNCIL,02/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,LANES LANDSCAPES LIMITED,02/07/2024,5261.00 ,"TREES, SHRUBS, PLANTS",V002231192
ROCHDALE BOROUGH COUNCIL,02/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,LANES LANDSCAPES LIMITED,02/07/2024,258.00 ,"TREES, SHRUBS, PLANTS",V002231192
ROCHDALE BOROUGH COUNCIL,02/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,LANES LANDSCAPES LIMITED,02/07/2024,258.00 ,"TREES, SHRUBS, PLANTS",V002231192
ROCHDALE BOROUGH COUNCIL,26/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,AQUACOOL LTD,26/07/2024,20.40 ,WATER SERVICES,V002231330
ROCHDALE BOROUGH COUNCIL,19/07/2024,ECONOMY DIRECTORATE,ZEN INTERNET LIMITED,19/07/2024,73.03 ,DATA LEASE LINE,V002231481
ROCHDALE BOROUGH COUNCIL,02/07/2024,RESOURCES,BANNER GROUP LIMITED,02/07/2024,395.04 ,REFRESHMENTS,V002231564
ROCHDALE BOROUGH COUNCIL,04/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,WORKWEAR EXPRESS LTD,04/07/2024,286.65 ,"CLOTHES, UNIFORM AND LAUNDRY",V002231574
ROCHDALE BOROUGH COUNCIL,04/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,WORKWEAR EXPRESS LTD,04/07/2024,41.55 ,"CLOTHES, UNIFORM AND LAUNDRY",V002231574
ROCHDALE BOROUGH COUNCIL,08/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,PHS GROUP PLC,08/07/2024,14.18 ,AFTER SCHOOL CLUB,V002231636
ROCHDALE BOROUGH COUNCIL,09/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,PHS GROUP PLC,09/07/2024,1.47 ,AFTER SCHOOL CLUB,V002231637
ROCHDALE BOROUGH COUNCIL,15/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,15/07/2024,202.00 ,PHOTOGRAPHY,V002231711
ROCHDALE BOROUGH COUNCIL,22/07/2024,ECONOMY DIRECTORATE,HOPWOOD HALL COLLEGE,22/07/2024,8000.00 ,ACTIVITIES,V002231732
ROCHDALE BOROUGH COUNCIL,22/07/2024,ECONOMY DIRECTORATE,HOPWOOD HALL COLLEGE,22/07/2024,2000.00 ,ACTIVITIES,V002231732
ROCHDALE BOROUGH COUNCIL,15/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,HOWDENS JOINERY CO LIMITED,15/07/2024,93.52 ,BUILDING MATERIALS,V002231768
ROCHDALE BOROUGH COUNCIL,05/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,TLC GARDEN SERVICES,05/07/2024,250.00 ,FOOTPATHS,V002231813
ROCHDALE BOROUGH COUNCIL,05/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,TLC GARDEN SERVICES,05/07/2024,165.00 ,FOOTPATHS,V002231814
ROCHDALE BOROUGH COUNCIL,05/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,TLC GARDEN SERVICES,05/07/2024,95.00 ,FOOTPATHS,V002231815
ROCHDALE BOROUGH COUNCIL,05/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,TLC GARDEN SERVICES,05/07/2024,85.00 ,FOOTPATHS,V002231816
ROCHDALE BOROUGH COUNCIL,05/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,TLC GARDEN SERVICES,05/07/2024,195.00 ,FOOTPATHS,V002231817
ROCHDALE BOROUGH COUNCIL,08/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,GAMMA BUSINESS COMMUNICATIONS,08/07/2024,3401.99 ,TELEPHONE EXPENDITURE,V002231962
ROCHDALE BOROUGH COUNCIL,08/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,GAMMA BUSINESS COMMUNICATIONS,08/07/2024,375.36 ,TELEPHONE EXPENDITURE,V002231962
ROCHDALE BOROUGH COUNCIL,04/07/2024,ADULT CARE LCO FUNCTIONS,NONSTOP CONSULTING LTD,04/07/2024,1087.50 ,AGENCY STAFF,V002231972
ROCHDALE BOROUGH COUNCIL,04/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,G A ELECTRICAL DISTRIBUTORS LIMITED,04/07/2024,149.00 ,BUILDING MATERIALS,V002231973
ROCHDALE BOROUGH COUNCIL,02/07/2024,PROPERTY AND HIGHWAYS,WATERMAN ASPEN LTD,02/07/2024,18.00 ,AGENCY STAFF,V002233717
ROCHDALE BOROUGH COUNCIL,02/07/2024,PROPERTY AND HIGHWAYS,WATERMAN ASPEN LTD,02/07/2024,1760.00 ,AGENCY STAFF,V002233718
ROCHDALE BOROUGH COUNCIL,09/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,EXCLUSEC,09/07/2024,456.00 ,SECURITY,V002233720
ROCHDALE BOROUGH COUNCIL,04/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,04/07/2024,160.00 ,EQUIPMENT - GENERAL,V002233726
ROCHDALE BOROUGH COUNCIL,19/07/2024,PROPERTY AND HIGHWAYS,HOWDENS JOINERY CO LIMITED,19/07/2024,4273.99 ,CAPITAL SALARIES,V002233768
ROCHDALE BOROUGH COUNCIL,08/07/2024,CHILDREN’S SOCIAL CARE,THE BIG WORD,08/07/2024,28.44 ,TRANSLATION & INTERPRETATION,V002233814
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,EARLEY ORNAMENTALS LTD,22/07/2024,1516.23 ,"TREES, SHRUBS, PLANTS",V002233848
ROCHDALE BOROUGH COUNCIL,16/07/2024,PROPERTY AND HIGHWAYS,VIVID RESOURCING LTD,16/07/2024,754.54 ,AGENCY STAFF,V002233946
ROCHDALE BOROUGH COUNCIL,05/07/2024,PROPERTY AND HIGHWAYS,TRIAD FABRICATIONS LIMITED,05/07/2024,1087.50 ,MAINTENANCE,V002233948
ROCHDALE BOROUGH COUNCIL,05/07/2024,PROPERTY AND HIGHWAYS,TRIAD FABRICATIONS LIMITED,05/07/2024,838.50 ,MAINTENANCE,V002233948
ROCHDALE BOROUGH COUNCIL,30/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,FRANK KEY TOOL HIRE LTD,30/07/2024,39.00 ,BUILDING MATERIALS,V002233982
ROCHDALE BOROUGH COUNCIL,22/07/2024,ADULT CARE LCO FUNCTIONS,CHILD ACTION NORTHWEST,22/07/2024,182.34 ,SERVICE LEVEL AGREEMENTS,V002234100
ROCHDALE BOROUGH COUNCIL,22/07/2024,ADULT CARE LCO FUNCTIONS,CHILD ACTION NORTHWEST,22/07/2024,303.90 ,SERVICE LEVEL AGREEMENTS,V002234100
ROCHDALE BOROUGH COUNCIL,22/07/2024,ADULT CARE LCO FUNCTIONS,CHILD ACTION NORTHWEST,22/07/2024,60.66 ,SERVICE LEVEL AGREEMENTS,V002234100
ROCHDALE BOROUGH COUNCIL,22/07/2024,ADULT CARE LCO FUNCTIONS,CHILD ACTION NORTHWEST,22/07/2024,121.56 ,SERVICE LEVEL AGREEMENTS,V002234100
ROCHDALE BOROUGH COUNCIL,22/07/2024,ADULT CARE LCO FUNCTIONS,CHILD ACTION NORTHWEST,22/07/2024,303.90 ,SERVICE LEVEL AGREEMENTS,V002234100
ROCHDALE BOROUGH COUNCIL,04/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,04/07/2024,329.17 ,EQUIPMENT - GENERAL,V002234239
ROCHDALE BOROUGH COUNCIL,25/07/2024,CHILDREN’S SOCIAL CARE,BLUEPRINT GB LTD,25/07/2024,298.00 ,PRINTING & STATIONERY,V002234296
ROCHDALE BOROUGH COUNCIL,24/07/2024,PROPERTY AND HIGHWAYS,VIVID RESOURCING LTD,24/07/2024,1160.25 ,AGENCY STAFF,V002234327
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,22/07/2024,854.90 ,ACTIVITIES,V002234379
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,GAMMA BUSINESS COMMUNICATIONS,22/07/2024,2117.91 ,TRANSACTIONS-EXPENDITURE,V002234383
ROCHDALE BOROUGH COUNCIL,25/07/2024,EARLY HELP AND SCHOOLS,FIVE RIVERS CHILD CARE LTD,25/07/2024,12600.00 ,OTHER EST - SEN PROVISION,V002234419
ROCHDALE BOROUGH COUNCIL,23/07/2024,PROPERTY AND HIGHWAYS,KEN TAYLOR SUPPLIES LTD,23/07/2024,37.50 ,MATERIAL - GENERAL,V002234439
ROCHDALE BOROUGH COUNCIL,22/07/2024,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,22/07/2024,10.99 ,ARTS & CRAFTS,V002234519
ROCHDALE BOROUGH COUNCIL,22/07/2024,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,22/07/2024,10.99 ,ARTS & CRAFTS,V002234519
ROCHDALE BOROUGH COUNCIL,22/07/2024,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,22/07/2024,10.99 ,ARTS & CRAFTS,V002234519
ROCHDALE BOROUGH COUNCIL,22/07/2024,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,22/07/2024,28.99 ,ARTS & CRAFTS,V002234519
ROCHDALE BOROUGH COUNCIL,22/07/2024,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,22/07/2024,10.99 ,ARTS & CRAFTS,V002234519
ROCHDALE BOROUGH COUNCIL,15/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,15/07/2024,100.00 ,PHOTOGRAPHY,V002234542
ROCHDALE BOROUGH COUNCIL,29/07/2024,EARLY HELP AND SCHOOLS,FIVE RIVERS CHILD CARE LTD,29/07/2024,10080.00 ,OTHER EST - SEN PROVISION,V002234548
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,BEVAN CARE LTD,05/07/2024,336.00 ,HOME CARE - CHILDRENS SERVICES,V002234566
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,BEVAN CARE LTD,05/07/2024,126.00 ,HOME CARE - CHILDRENS SERVICES,V002234567
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,BEVAN CARE LTD,05/07/2024,168.00 ,HOME CARE - CHILDRENS SERVICES,V002234568
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,BEVAN CARE LTD,05/07/2024,336.00 ,HOME CARE - CHILDRENS SERVICES,V002234569
ROCHDALE BOROUGH COUNCIL,04/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,04/07/2024,112.40 ,EQUIPMENT - GENERAL,V002234583
ROCHDALE BOROUGH COUNCIL,17/07/2024,ECONOMY DIRECTORATE,CLICK 24 LTD,17/07/2024,715.00 ,REPAIRS & ALTS OF BUILDINGS,V002234665
ROCHDALE BOROUGH COUNCIL,05/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,LANES GROUP PLC,05/07/2024,445.00 ,MAINTENANCE,V002234670
ROCHDALE BOROUGH COUNCIL,04/07/2024,RESOURCES,BANNER GROUP LIMITED,04/07/2024,5.10 ,PRINTING & STATIONERY,V002234699
ROCHDALE BOROUGH COUNCIL,02/07/2024,ADULT CARE LCO FUNCTIONS,BANNER GROUP LIMITED,02/07/2024,31.65 ,PRINTING & STATIONERY,V002234700
ROCHDALE BOROUGH COUNCIL,23/07/2024,CHILDREN’S SOCIAL CARE,BANNER GROUP LIMITED,23/07/2024,15.23 ,PROVISIONS,V002234701
ROCHDALE BOROUGH COUNCIL,17/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,LANES GROUP PLC,17/07/2024,825.00 ,MAINTENANCE,V002234712
ROCHDALE BOROUGH COUNCIL,15/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,REXEL UK LIMITED,15/07/2024,606.11 ,BUILDING MATERIALS,V002234796
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,EARLEY ORNAMENTALS LTD,22/07/2024,2882.57 ,"TREES, SHRUBS, PLANTS",V002235597
ROCHDALE BOROUGH COUNCIL,05/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,H ROTHWELL AND CO LTD,05/07/2024,30.78 ,EQUIPMENT - GENERAL,V002235673
ROCHDALE BOROUGH COUNCIL,02/07/2024,ECONOMY DIRECTORATE,HARROPS HELPING HANDS LIMITED,02/07/2024,136.00 ,CLEANING AND DOMESTIC SUPPLIES,V002235677
ROCHDALE BOROUGH COUNCIL,11/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,OVERTON UK LTD,11/07/2024,276.00 ,EQUIPMENT - GENERAL,V002235692
ROCHDALE BOROUGH COUNCIL,11/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,OVERTON UK LTD,11/07/2024,49.95 ,EQUIPMENT - GENERAL,V002235692
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,MOTUS COMMERCIALS,22/07/2024,33.21 ,VEHICLE MAINTENANCE,V002235818
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,MOTUS COMMERCIALS,22/07/2024,314.04 ,VEHICLE MAINTENANCE,V002235818
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,MOTUS COMMERCIALS,22/07/2024,36.43 ,VEHICLE MAINTENANCE,V002235818
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,MOTUS COMMERCIALS,22/07/2024,62.53 ,VEHICLE MAINTENANCE,V002235818
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,MOTUS COMMERCIALS,22/07/2024,74.71 ,VEHICLE MAINTENANCE,V002235819
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,MOTUS COMMERCIALS,22/07/2024,216.72 ,VEHICLE MAINTENANCE,V002235819
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,MOTUS COMMERCIALS,22/07/2024,22.00 ,VEHICLE MAINTENANCE,V002235819
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,MOTUS COMMERCIALS,22/07/2024,22.13 ,VEHICLE MAINTENANCE,V002235819
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,MOTUS COMMERCIALS,22/07/2024,9.36 ,VEHICLE MAINTENANCE,V002235819
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,MOTUS COMMERCIALS,22/07/2024,11.38 ,VEHICLE MAINTENANCE,V002235819
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,MOTUS COMMERCIALS,22/07/2024,25.88 ,VEHICLE MAINTENANCE,V002235820
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,MOTUS COMMERCIALS,22/07/2024,170.00 ,VEHICLE MAINTENANCE,V002235820
ROCHDALE BOROUGH COUNCIL,01/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,HOWARTH TIMBER AND BUILDING SUPPLIES LTD,01/07/2024,15.89 ,BUILDING MATERIALS,V002236190
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,EARLEY ORNAMENTALS LTD,22/07/2024,1749.22 ,"TREES, SHRUBS, PLANTS",V002236226
ROCHDALE BOROUGH COUNCIL,03/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,WORKMAN LLP,03/07/2024,-8197.94 ,RENTS,V002236253
ROCHDALE BOROUGH COUNCIL,05/07/2024,PROPERTY AND HIGHWAYS,TARGET FIRE PROTECTION LTD,05/07/2024,339.40 ,REPAIRS & ALTS OF BUILDINGS,V002236275
ROCHDALE BOROUGH COUNCIL,05/07/2024,PROPERTY AND HIGHWAYS,TARGET FIRE PROTECTION LTD,05/07/2024,32.39 ,REPAIRS & ALTS OF BUILDINGS,V002236282
ROCHDALE BOROUGH COUNCIL,04/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,G A ELECTRICAL DISTRIBUTORS LIMITED,04/07/2024,42.92 ,BUILDING MATERIALS,V002236473
ROCHDALE BOROUGH COUNCIL,04/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,G A ELECTRICAL DISTRIBUTORS LIMITED,04/07/2024,39.10 ,BUILDING MATERIALS,V002236474
ROCHDALE BOROUGH COUNCIL,04/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,G A ELECTRICAL DISTRIBUTORS LIMITED,04/07/2024,48.58 ,BUILDING MATERIALS,V002236475
ROCHDALE BOROUGH COUNCIL,04/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,G A ELECTRICAL DISTRIBUTORS LIMITED,04/07/2024,325.24 ,BUILDING MATERIALS,V002236477
ROCHDALE BOROUGH COUNCIL,04/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,G A ELECTRICAL DISTRIBUTORS LIMITED,04/07/2024,110.00 ,BUILDING MATERIALS,V002236478
ROCHDALE BOROUGH COUNCIL,31/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,PARR ROCHDALE LIMITED,31/07/2024,73.28 ,EQUIPMENT - GENERAL,V002236515
ROCHDALE BOROUGH COUNCIL,04/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,G A ELECTRICAL DISTRIBUTORS LIMITED,04/07/2024,60.00 ,BUILDING MATERIALS,V002239618
ROCHDALE BOROUGH COUNCIL,23/07/2024,PROPERTY AND HIGHWAYS,DAWSONGROUP SWEEPERS LTD,23/07/2024,1586.02 ,CONTRACT HIRE,V002239715
ROCHDALE BOROUGH COUNCIL,17/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,LANES GROUP PLC,17/07/2024,730.00 ,MAINTENANCE,V002239738
ROCHDALE BOROUGH COUNCIL,15/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,LANCASHIRE LOCK AND SAFE COMPANY LIMITED,15/07/2024,27.50 ,EQUIPMENT - GENERAL,V002241477
ROCHDALE BOROUGH COUNCIL,12/07/2024,ECONOMY DIRECTORATE,ASSOCIATED CLEANING CONTRACTORS,12/07/2024,24.72 ,REPAIRS & ALTS OF BUILDINGS,V002241510
ROCHDALE BOROUGH COUNCIL,05/07/2024,PROPERTY AND HIGHWAYS,BANNER GROUP LIMITED,05/07/2024,90.20 ,PRINTING & STATIONERY,V002241525
ROCHDALE BOROUGH COUNCIL,05/07/2024,PROPERTY AND HIGHWAYS,BANNER GROUP LIMITED,05/07/2024,25.50 ,PRINTING & STATIONERY,V002241525
ROCHDALE BOROUGH COUNCIL,17/07/2024,EARLY HELP AND SCHOOLS,PATTERSONS BRISTOL LTD,17/07/2024,247.58 ,CONSUMABLES,V002241593
ROCHDALE BOROUGH COUNCIL,04/07/2024,CHILDREN’S SOCIAL CARE,SAFEHOUSES NORTH LTD,04/07/2024,4268.10 ,FOSTER PARENTS BASIC ALLOWANCE,V002241595
ROCHDALE BOROUGH COUNCIL,05/07/2024,PROPERTY AND HIGHWAYS,TRIAD FABRICATIONS LIMITED,05/07/2024,9200.00 ,MAINTENANCE,V002241734
ROCHDALE BOROUGH COUNCIL,25/07/2024,CHILDREN’S SOCIAL CARE,KEYS PCE LTD,25/07/2024,18808.16 ,EBD (EMOT & BEHAV DIFF) PLACEMENTS,V002241752
ROCHDALE BOROUGH COUNCIL,04/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,G A ELECTRICAL DISTRIBUTORS LIMITED,04/07/2024,43.78 ,BUILDING MATERIALS,V002241777
ROCHDALE BOROUGH COUNCIL,02/07/2024,EARLY HELP AND SCHOOLS,BANNER GROUP LIMITED,02/07/2024,52.62 ,PRINTING & STATIONERY,V002241817
ROCHDALE BOROUGH COUNCIL,02/07/2024,EARLY HELP AND SCHOOLS,BANNER GROUP LIMITED,02/07/2024,5.96 ,PRINTING & STATIONERY,V002241817
ROCHDALE BOROUGH COUNCIL,31/07/2024,EARLY HELP AND SCHOOLS,THORNBURY NURSING SERVICES,31/07/2024,275.72 ,HOME CARE - CHILDRENS SERVICES,V002242832
ROCHDALE BOROUGH COUNCIL,25/07/2024,PROPERTY AND HIGHWAYS,DAWSONGROUP SWEEPERS LTD,25/07/2024,7655.73 ,CONTRACT HIRE,V002242834
ROCHDALE BOROUGH COUNCIL,01/07/2024,CHILDREN’S SOCIAL CARE,CARE AND COMMUNITY LTD,01/07/2024,297.60 ,YOUNGE PERSONS ALLOWANCE,V002242857
ROCHDALE BOROUGH COUNCIL,08/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,GRANART,08/07/2024,98.00 ,EQUIPMENT - GENERAL,V002242860
ROCHDALE BOROUGH COUNCIL,23/07/2024,PROPERTY AND HIGHWAYS,SWIFT SECURITY PRODUCTS LTD,23/07/2024,15.00 ,REPAIRS & ALTS OF BUILDINGS,V002242910
ROCHDALE BOROUGH COUNCIL,23/07/2024,PROPERTY AND HIGHWAYS,SWIFT SECURITY PRODUCTS LTD,23/07/2024,115.00 ,REPAIRS & ALTS OF BUILDINGS,V002242910
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,BANNER GROUP LIMITED,05/07/2024,63.26 ,PRINTING & STATIONERY,V002242916
ROCHDALE BOROUGH COUNCIL,08/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,H ROTHWELL AND CO LTD,08/07/2024,31.20 ,EQUIPMENT - GENERAL,V002242918
ROCHDALE BOROUGH COUNCIL,24/07/2024,PUBLIC HEALTH,TREATMENT DIRECT LTD,24/07/2024,9900.00 ,CONTRACTED SERVICES,V002242945
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,MOTUS COMMERCIALS,22/07/2024,1409.06 ,VEHICLE MAINTENANCE,V002243207
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,MOTUS COMMERCIALS,22/07/2024,212.34 ,VEHICLE MAINTENANCE,V002243207
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,MOTUS COMMERCIALS,22/07/2024,71.75 ,VEHICLE MAINTENANCE,V002243207
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,MOTUS COMMERCIALS,22/07/2024,30.43 ,VEHICLE MAINTENANCE,V002243207
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,MOTUS COMMERCIALS,22/07/2024,4.56 ,VEHICLE MAINTENANCE,V002243207
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,MOTUS COMMERCIALS,22/07/2024,620.28 ,VEHICLE MAINTENANCE,V002243225
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,MOTUS COMMERCIALS,22/07/2024,8.34 ,VEHICLE MAINTENANCE,V002243225
