ORGANISATION NAME,EFEFCTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION No.
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"3,788.40 ",SUPPORTED LIVING,V002436141
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"2,462.78 ",SUPPORTED LIVING,V002436142
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"6,855.20 ",SUPPORTED LIVING,V002436143
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"2,886.40 ",SUPPORTED LIVING,V002436144
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,103.00 ,RESIDENTIAL RESPITE - ADULT SERVICES,V002436145
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"5,321.80 ",SUPPORTED LIVING,V002436146
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"3,761.34 ",SUPPORTED LIVING,V002436147
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"6,629.70 ",SUPPORTED LIVING,V002436148
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"6,629.70 ",SUPPORTED LIVING,V002436149
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"3,517.80 ",SUPPORTED LIVING,V002436150
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"5,660.05 ",SUPPORTED LIVING,V002436151
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"5,660.05 ",SUPPORTED LIVING,V002436152
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"4,149.20 ",SUPPORTED LIVING,V002436153
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"3,214.40 ",SUPPORTED LIVING,V002436154
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"3,214.40 ",SUPPORTED LIVING,V002436155
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"3,214.40 ",SUPPORTED LIVING,V002436156
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,467.10 ,SUPPORTED LIVING,V002436157
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"31,209.20 ",SUPPORTED LIVING,V002436158
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"31,209.20 ",SUPPORTED LIVING,V002436159
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"3,720.75 ",SUPPORTED LIVING,V002436160
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"1,262.80 ",SUPPORTED LIVING,V002436161
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"1,262.80 ",SUPPORTED LIVING,V002436162
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"3,359.95 ",SUPPORTED LIVING,V002436163
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"7,234.04 ",SUPPORTED LIVING,V002436164
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"4,086.72 ",SUPPORTED LIVING,V002436165
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,42.66 ,SUPPORTED LIVING,V002436166
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"2,850.32 ",SUPPORTED LIVING,V002436167
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"2,850.32 ",SUPPORTED LIVING,V002436168
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"3,748.56 ",SUPPORTED LIVING,V002436169
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"4,735.50 ",SUPPORTED LIVING,V002436170
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"2,821.46 ",SUPPORTED LIVING,V002436171
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"6,314.00 ",SUPPORTED LIVING,V002436172
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"3,833.50 ",SUPPORTED LIVING,V002436173
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"5,853.70 ",SUPPORTED LIVING,V002436174
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"3,663.40 ",SUPPORTED LIVING,V002436175
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"4,402.60 ",SUPPORTED LIVING,V002436176
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"6,847.44 ",SUPPORTED LIVING,V002436177
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"6,719.90 ",SUPPORTED LIVING,V002436178
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"6,719.90 ",SUPPORTED LIVING,V002436179
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"4,850.40 ",SUPPORTED LIVING,V002436180
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,686.88 ,RESIDENTIAL RESPITE - ADULT SERVICES,V002436181
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,686.88 ,RESIDENTIAL RESPITE - ADULT SERVICES,V002436182
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,515.16 ,RESIDENTIAL RESPITE - ADULT SERVICES,V002436183
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"1,202.04 ",RESIDENTIAL RESPITE - ADULT SERVICES,V002436184
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,515.16 ,RESIDENTIAL RESPITE - ADULT SERVICES,V002436185
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"1,097.28 ",RESIDENTIAL RESPITE - ADULT SERVICES,V002436186
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"5,097.20 ",SUPPORTED LIVING,V002436187
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"6,043.40 ",SUPPORTED LIVING,V002436188
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"4,402.60 ",SUPPORTED LIVING,V002436189
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"2,736.52 ",SUPPORTED LIVING,V002436190
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"2,574.16 ",SUPPORTED LIVING,V002436191
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"5,886.64 ",SUPPORTED LIVING,V002436192
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"3,521.26 ",SUPPORTED LIVING,V002436193
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"2,853.93 ",SUPPORTED LIVING,V002436194
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"16,324.00 ",SUPPORTED LIVING,V002436195
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"2,393.76 ",SUPPORTED LIVING,V002436196
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"2,164.80 ",SUPPORTED LIVING,V002436197
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"1,939.30 ",SUPPORTED LIVING,V002436198
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"4,086.72 ",SUPPORTED LIVING,V002436199
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"15,965.40 ",SUPPORTED LIVING,V002436200
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"2,795.93 ",SUPPORTED LIVING,V002436201
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"9,590.40 ",SUPPORTED LIVING,V002436202
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"9,922.00 ",SUPPORTED LIVING,V002436203
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"9,922.00 ",SUPPORTED LIVING,V002436204
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"5,163.95 ",SUPPORTED LIVING,V002436205
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"4,094.92 ",SUPPORTED LIVING,V002436206
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"3,314.58 ",SUPPORTED LIVING,V002436207
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"2,345.20 ",SUPPORTED LIVING,V002436208
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"5,304.32 ",SUPPORTED LIVING,V002436209
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"4,893.08 ",SUPPORTED LIVING,V002436210
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"2,493.12 ",SUPPORTED LIVING,V002436211
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"2,493.12 ",SUPPORTED LIVING,V002436212
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"6,025.36 ",SUPPORTED LIVING,V002436213
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"6,025.36 ",SUPPORTED LIVING,V002436214
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"3,978.24 ",SUPPORTED LIVING,V002436215
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,394.63 ,SUPPORTED LIVING,V002436216
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"11,139.70 ",SUPPORTED LIVING,V002436217
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"4,402.60 ",SUPPORTED LIVING,V002436218
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"4,400.16 ",SUPPORTED LIVING,V002436219
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"3,899.44 ",SUPPORTED LIVING,V002436220
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"8,661.88 ",SUPPORTED LIVING,V002436221
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"8,661.88 ",SUPPORTED LIVING,V002436222
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"8,118.00 ",SUPPORTED LIVING,V002436223
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"8,118.00 ",SUPPORTED LIVING,V002436224
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"6,584.60 ",SUPPORTED LIVING,V002436225
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"6,945.40 ",SUPPORTED LIVING,V002436226
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"5,592.40 ",SUPPORTED LIVING,V002436227
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"5,592.40 ",SUPPORTED LIVING,V002436228
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"5,231.60 ",SUPPORTED LIVING,V002436229
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"1,664.19 ",SUPPORTED LIVING,V002436230
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"5,727.70 ",SUPPORTED LIVING,V002436231
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"3,089.08 ",SUPPORTED LIVING,V002436232
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"2,989.97 ",SUPPORTED LIVING,V002436233
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"7,984.08 ",SUPPORTED LIVING,V002436234
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"3,205.56 ",SUPPORTED LIVING,V002436235
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"2,706.00 ",SUPPORTED LIVING,V002436236
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"2,232.18 ",SUPPORTED LIVING,V002436237
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"2,452.54 ",SUPPORTED LIVING,V002436238
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"3,065.04 ",SUPPORTED LIVING,V002436239
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"4,086.72 ",SUPPORTED LIVING,V002436240
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"4,086.72 ",SUPPORTED LIVING,V002436241
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"4,086.72 ",SUPPORTED LIVING,V002436242
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"3,269.48 ",SUPPORTED LIVING,V002436243
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,"1,330.53 ",SUPPORTED LIVING,V002436244
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,-417.42 ,SUPPORTED LIVING,V002436245
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,-417.42 ,SUPPORTED LIVING,V002436246
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,-427.41 ,SUPPORTED LIVING,V002436247
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,-437.40 ,SUPPORTED LIVING,V002436248
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,-437.40 ,SUPPORTED LIVING,V002436249
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,-437.40 ,SUPPORTED LIVING,V002436250
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,-437.40 ,SUPPORTED LIVING,V002436251
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,-437.40 ,SUPPORTED LIVING,V002436252
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,-437.40 ,SUPPORTED LIVING,V002436253
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,-437.40 ,SUPPORTED LIVING,V002436254
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,-437.40 ,SUPPORTED LIVING,V002436255
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,-437.40 ,SUPPORTED LIVING,V002436256
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,-437.40 ,SUPPORTED LIVING,V002436257
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,-437.40 ,SUPPORTED LIVING,V002436258
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,-437.40 ,SUPPORTED LIVING,V002436259
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,-439.41 ,SUPPORTED LIVING,V002436260
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,-445.50 ,SUPPORTED LIVING,V002436261
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,-445.50 ,SUPPORTED LIVING,V002436262
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,-445.50 ,SUPPORTED LIVING,V002436263
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,-445.50 ,SUPPORTED LIVING,V002436264
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,-445.50 ,SUPPORTED LIVING,V002436265
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,-445.50 ,SUPPORTED LIVING,V002436266
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,-445.50 ,SUPPORTED LIVING,V002436267
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,-445.50 ,SUPPORTED LIVING,V002436268
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,-445.50 ,SUPPORTED LIVING,V002436269
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,-445.50 ,SUPPORTED LIVING,V002436270
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,-445.50 ,SUPPORTED LIVING,V002436271
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,-445.50 ,SUPPORTED LIVING,V002436272
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,-452.39 ,SUPPORTED LIVING,V002436273
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,-473.04 ,SUPPORTED LIVING,V002436274
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,-473.04 ,SUPPORTED LIVING,V002436275
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,-473.04 ,SUPPORTED LIVING,V002436276
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,-473.04 ,SUPPORTED LIVING,V002436277
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,-473.04 ,SUPPORTED LIVING,V002436278
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,-473.04 ,SUPPORTED LIVING,V002436279
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,-473.04 ,SUPPORTED LIVING,V002436280
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,-473.04 ,SUPPORTED LIVING,V002436281
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,-473.04 ,SUPPORTED LIVING,V002436282
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,20-Jun-25,-473.04 ,SUPPORTED LIVING,V002436283
